img_url	fr	en	split
2633722629_5eeb649c09.jpg	एक लड़का खेल रहा है। ||| ट्रेम्पोलिन पर सर के बल उछलकूद करती एक युवती ||| एक बच्ची सेर के बल गुलाटी खा रही हैं ||| लड़की को खेलने में बहुत मजा आया ||| एक लड़की ट्रैम्पोलिन पर कूद रही है।	A girl bounces upside down on her head on a trampoline . ||| A girl is bouncing on her head on a trampoline . ||| A girl is upside-down on a trampoline and you can see her navel . ||| A child flips on a trampoline . ||| A child jumps upside down on a trampoline .	train
2635908229_b9fc90d3fb.jpg	एक बच्चा पेड़ के ऊपर बैठा है जिसे किसी ने आधा काट दिया है ||| एक बच्चा एक बड़े पेड़ के स्टंप के ऊपर बैठता है। ||| पेड़ की डाली पर बैठा हुआ एक बच्चा ||| एक लड़का लकड़ी के खंभे पर बैठा है I ||| एक लड़का बैठा हुआ है।	A boy sits on the tall fence post and smiles . ||| A small boy in sandals sits on a wooden post in a field . ||| A boy sitting on a stump . ||| A boy sits on a tree stump . ||| A child sits on top of a large tree stump .	train
2635938723_11b85e6763.jpg	एक बच्चा आइसक्रीम खा रहा है ||| बच्चा लाल आइस कैंडी रहा है ||| एक बच्चा बर्फ़ का गोला खा रहा है ||| एक लड़का आइसक्रीम स्टिक चाट रहा है	A little boy is eating a red Popsicle . ||| The wide eyed little boy is eating a red Popsicle . ||| A dark-headed boy is eating a large red Popsicle . ||| Dark haired child eating a frozen treat . ||| Little boy eating a red Popsicle .	train
2637904605_fc355816fc.jpg	कुत्ता खेतो मैं भाग रहा है. ||| कुत्ता खेल रहा है। ||| एक कुत्ता खेतों में दौड़ते हुए ||| एक कुत्ता खेत में दौड़ रहा है| ||| घास के मैदान के माध्यम से एक काला कुत्ता तेजी से भाग रहा है।	A black and white dog is running through the grass . ||| A black and white dog bounds through a field . ||| The dog is running through a field . ||| A white and black dog leaps through long grass in a field . ||| A black and white dog bounds through tall wheat grass .	train
263854883_0f320c1562.jpg	दो भूरे कुत्ते घास में खेल रहे हैं ||| दो पीले घास के मैदान में खेल रहे हैं। ||| दो कुत्ते बगीचे मैं खेल रहे है. ||| घास के मैदान पर दो भूरे झबरीले छोटे कुत्ते दौड़ते हुए ||| दो कुत्ते बगीचे में दौड़ते हुए	Two small dogs that look almost identical are playing in the grass . ||| The two small dogs run through the grass . ||| Two fluffy white dogs running in green grass . ||| Two yellow dogs run together in green grass . ||| Two small dogs run through the grass .	train
2643263887_a32ffb878f.jpg	एक लड़का खेल रहा है। ||| बच्चा वाटर पारक में मस्ती कर रहा है ||| इस चित्र में एक बच्चा स्लाइडिंग से फिसलने के बाद हंस रहा है। ||| एक मजाकिया बच्चा पानी के खेल में खेल रहा है। ||| बच्चा खेलता है	A boy going down a water slide . ||| A boy slides down an inflatable water slide . ||| A young boy smiling as he rides down an inflatable water slide . ||| A boy in green trunks slides down a water slide . ||| A child reaches the bottom of an inflatable slide .	train
2647394564_4843800cff.jpg	लड़का एक बेड से दूसरे बेड कूद रहा है. ||| एक बच्चा एक बिस्तर से दूसरे बिस्तर पर कूदते हुए ||| एक बच्चा एक बेड से दूसरे बेड पर कूद रहा है। ||| एक लड़का दो बिस्तरों के बीच कूद रहा है ||| एक बच्चा खेल रहा है।	A child is leaping from one bed to another in the same room . ||| A young blonde boy is jumping from bed to bed . ||| A small blonde child jumping from one bed to another . ||| A little blonde boy jumps from one bed to another . ||| A small boy leaps from one bed to another .	test
2651915425_7a58e862e9.jpg	एक बच्चा स्विमीग पूल में तैर रहा है ||| एक छोटा बच्चा पानी मे तैर रहा है। ||| एक लड़का नीले पानी में नहा रहा है। ||| पानी में मुस्कुराता एक लड़का ||| एक बालक पानी में मुस्कुराते हुए तैर रहा हैं	A smiling boy swims , with only his head above the water . ||| A boy smiles and swims in blue water . ||| a boy swims in the pool . ||| A boy smiles while he swims . ||| A smiling child swims .	train
2659554389_ed3d15093f.jpg	ऊँट को खना खिलती हुई एक बच्ची ||| एक छोटी लड़की एक ऊंट को खाना खिला रही है। ||| एक बच्चा ऊंट को खिलाते हुए ||| एक छोटी लड़की ऊंट को खाना खिला रही है। ||| एक बच्चा जानवर को अपने हाथों से शहला रहा है।	A girl is feeding a camel ||| A little girl in a purple t-shirt feeds an animal . ||| A little girl feeds a ||| The girl is at a petting zoo and feeding a camel . ||| A young girl feeding a camel .	train
2665904080_8a3b9639d5.jpg	पिल्ला दूध् पी रहा है ||| माँ का दुध पीता एक छोटा भूरा पिल्ला ||| पिल्ला कुत्ते के स्तन से दूध निकाल रहा है। ||| एक छोटा कुत्ते का पिल्ला अपनी मां का दूध पीते हुए | ||| छोटा कुत्ता माँ का दूध पी रहा है	a brown dog nursing ||| A young puppy suckles from his mother . ||| A dog breastfeeding . ||| A mother dog giving her puppy some milk . ||| A puppy is nursing from its mother .	test
2672354635_3a03f76486.jpg	तीन कुत्ते टेनिस बॉल के साथ बाहर खेल रहे हैं। ||| कुछ कुत्ते एक गेम से आपस में खेल रहे हैं। ||| कुत्ते एक गेंद को पकड़ने की कोशिश कर रहे हैं ||| घास पर गेंद के साथ खेल रहे तीन कुत्ते ||| एक चित्तीदार सफेद कुत्ता एक छोटे से जंगल से गुजर रहा है।	Several brown dogs playing with a tennis ball in a grassy field . ||| Three tan dogs run after a tennis ball . ||| Three dogs play with a ball on a field . ||| Three brown dogs chase a tennis ball . ||| Three dogs are playing outside with a tennis ball .	train
2689358407_9932f1b20c.jpg	बच्चा खेल रहा है ||| दो बच्चे एक फ़ाउंटन में खेल रहे है ||| दो छोटे बच्चे पार्क में पानी के shower में खेल रहे है ||| दो बच्चे पानी के फवारे में खेल रहे हैं ||| फव्वारे के साथ खेल रहे दो बच्चे	A young boy plays in the water fountain . ||| Two boys are playing in a sprinkler . ||| Two children run through a sprinkler . ||| a young boy running through a water fountain ||| Two boys play in a park fountain .	train
2695001634_127fe2f0d7.jpg	दो महिलाएं चल रही हैं ||| दो औरतें फुटपाथ पे तेज़ी चल रही हैं। ||| कुछ औरतें फुटपाथ पे पैदल जा रहीं हैं | ||| दो महिलाएं फुटपाथ पर चल रही हैं ||| दो औरतें footpath पर चल रही है	Two women in skirts walk down a city street . ||| Two women wearing skirts and heels walking down a sidewalk . ||| Two woman with white purses walk down the city street . ||| Two females in skirts walking on the sidewalk . ||| Two women walking on the sidewalk .	train
2707969386_94dde00ce4.jpg	एक छोटा कुत्ता लोहे की पट्टी पर कूदता है। ||| इस चित्र में एक छोटा कुत्ता कूद रहा है ||| एक छोटा कुत्ता कूदने की प्रथा में है ||| बाधा के ऊपर से कूदता हुए झबरीला कुत्ता ||| छलांग लगा कर दौड़ता हुआ एक कुत्ता	A little grey dog is jumping over a fence . ||| A small dog jumping over an obstacle . ||| A small dog jumping an obstacle in a grassy field . ||| A little grey dog jumps over a bar at an agility test . ||| A little grey dog jumps over a small hurdle .	train
2708582445_5e5999b956.jpg	एक लड़का खेल रहा है। ||| एक बच्ची स्लाइड पर झूल रही है ||| स्नान के डब में एक छोटा सा केंद्र है ||| स्लाइड पर फिसलती एक बच्ची ||| एक खूबसूरत बच्ची पार्क की सवारी में मस्ती कर रही है।	The young girl enjoys the slide . ||| Little girl with pigtails sliding down a green slide . ||| A girl in all blue slides down a green slide . ||| The young girl in blue is having fun on a slide . ||| A kid is sliding down a green slide .	train
2708686056_1b8f356264.jpg	एक औरत समुद्र के किनारे पानियों में मस्ती कर रही है। ||| एक महिला समुद्री लहरों का आनंद ले रही है। ||| समुद्र में लहरो में चलती एक औरत ||| समुद्र तट पर छुट्टी का आनंद ||| समुद्र की लहरों में खड़ी एक मोटी लड़की	A girl in a blue swimsuit walks into the ocean . ||| Girl is wading through the gray ocean . ||| A woman running into surf . ||| A woman walking into the waves . ||| woman in blue bathing suit going into the water	train
2715337869_e4fe36db50.jpg	जवान लड़की झील में कूद रही है। ||| एक बच्ची पानी में छलांग लगा रही है। ||| एक लड़की झील पर गोता लगा रही है ||| एक प्यारी लड़की पानी में कूद रही है ||| लड़की क्लिफ जंप करती है	a girl jumps off of a raft . ||| Girl jumping off a raft into a lake . ||| Girl jumping into water from a raft . ||| A girl jumps from an orange raft into a lake . ||| The young girl is airborne as she falls into the lake .	train
2729655904_1dd01922fb.jpg	लड़के कुत्तो के साथ खेल रहे है ||| दो लड़के और दो कुत्ते समुद्र के पानी में खेल रहे है ||| बच्चे समुंदर के किनारे कुत्ते के साथ  खेल रहे है ||| दो व्यक्ति और दो कुत्ते समुद्र की लहरों में मस्ती करते हुए. ||| दो बच्चे और दो कुत्ते समुद्र तट पर खेल रहे है	Two boys play with two dogs at the shore . ||| Two boys are playing with two dogs on the beach . ||| Two boys and two dogs are playing in the sand and water at the seashore . ||| Two boys play with two dogs next to the ocean . ||| Two guys are playing with two dogs on the beach .	train
2732625904_4fbb653434.jpg	बच्ची साइकिल चला रही है ||| एक लड़की सड़क पर साईकल चला रही है ||| एक लड़की अपनी साइकल की सवारी कर रही है ||| महिला साइकिल चला रही है ||| लड़की साईकिल चला री है	A girl wearing pink rides a yellow bike near a white fence . ||| A girl in a red sundress rides a bike past a white picket fence . ||| A girl in a pink sundress rides a bike next to a white picket fence . ||| A girl in a red dress rides her bike in front of a white fence . ||| A girl in a pink dress rides her bike along a white picket fence .	train
2735979477_eef7c680f9.jpg	घास पर खेल रहे कुत्ते ||| बगीचे में किसी चीज के लिए दो कुत्ते दौड़ रहे हैं | ||| दो कुत्ते दौड़ लगा रहे हैं। ||| लॉन में दो कुत्ते एक साथ खेल रहे हैं। ||| वहां दो कुत्ते भाग रहे हैं	A tan dog and larger white dog run along the grass . ||| Two large dogs running in some grass . ||| Two dogs running on grass ||| Two big dogs , brown and tan , are running in grass . ||| Two golden retreiver dogs are running on the grass .	train
2737729252_b3fd9c05b1.jpg	एक लड़की पोज दे रही है और दूसरी कैमरा से फोटो ले रही है। ||| दो लड़कियां सेल्फी ले रही है। ||| मज़ा का कब्जा ||| दो लड़किया बगीचे मैं कसरत कर रही है. ||| ek ladki dusri ladki ki photo khinch rahi hai	Two little girls playing in the parking lot . ||| A woman takes a picture of another in purple in a park . ||| A girl is taking a picture of another girl in a park . ||| one girl taking a picture of her friend	train
2744690159_fe2c89e55b.jpg	खूभ सारे कुत्ते पानी  में खेल रहे है ||| पानी में खेल रहे कुत्ते. ||| कुछ  कुत्तो का समूह पानी में खेल रहा है ||| तीन कुत्ते पानी में खेल रहे है ||| कुत्ते छलांग लगा रहा है	Three brown dogs are in the water . ||| Three brown dogs are playing in the sea . ||| Three brown and black dogs are splashing in the water . ||| Four dogs splashing in the water ||| Three dogs playing in water .	train
2756636539_cc1eacbf4a.jpg	काला कुत्ता पानी मे छलांग लगा रहा हैं ||| एक कुत्ता पानी में दौड़ते हुए ||| एक कुत्ता पानी में दौड़ रहा है ||| एक काला कुत्ता नदी में पानी से खेल रहा है ||| एक कुत्ता पानी में स्नान कर रहा है	A black dog jumps through the water . ||| The black dog is running through the water . ||| A big black dog with fluffy fur runs in the surf of a rocky shore . ||| A black dog splashes in the water . ||| The black dog is in the water on the shore .	train
2760371526_63f3d01760.jpg	एक लड़का पानी में खेल रहा है ||| बच्चा पानी में छलांग लगा रहा हैं ||| एक लड़का पानी में तैर रहा है। ||| लड़का स्विमिंग पूल में कूद गया। ||| एक छोटा लड़का पानी में कूद रहा है	Boy swimming in blue pool . ||| A boy in goggles plays in a pool . ||| A boy wearing goggles jumps into a blue swimming pool . ||| a boy jumps into a pool . ||| A boy makes a splash as he leaps into the swimming pool .	train
2763044275_aa498eb88b.jpg	कुत्ते दौड़ रहे है ||| खूभ सारे काले कुत्ते मैदान में दौड़ रहे है ||| पांच काले कुत्ते दौड़ रहे हैं | ||| बगीचे में दौड़ते कुत्ते। ||| चार काले कुत्ते घास में दौड़ रहे है	A pack of black dogs running in grass . ||| Five black dogs running across the grass . ||| The black dogs are running in a grassy field ||| Many black dogs run in a grassy area . ||| Five black dogs run in a field .	train
2766765386_4c0beb939d.jpg	एक लड़का पानी पर सर्फिंग करता है ||| एक व्यक्ति पानी में स्केटिंग कर रहा है। ||| एक काले रंग की पोशाक पहने व्यक्ति समुद्र में सर्फिंग कर रहा है। ||| व्यक्ति सी स्केटिंग करता है ||| एक आदमी समुद्र में सर्फिंग कर रहा है	A surfer in a black wetsuit surfs on a medium wave . ||| a surfer surfs a huge wave . ||| A lone surfer riding a huge wave in the ocean . ||| A surfer in a black wetsuit is riding a foamy wave . ||| A man in a black wetsuit is surfing in the waves .	train
2768662025_44001fe5d1.jpg	बच्चा खेल रहा है ||| बच्चा रन कर रहा है ||| एक बच्चा एक रेस में दौड़ रहा है ||| एक लड़का सड़क किनारे दौड़ रहा है ||| एक बच्चा दौड़ पट्टी पर दौड़ रहा है	a boy runs along the street . ||| Blond child running in a race . ||| A young boy runs in a race . ||| A child running on the sidewalk . ||| a young boy running in a street race	train
2777021428_0b2ac3e987.jpg	बच्चा झूला झूल रहा है. ||| बच्चा खेल रहा है ||| एक लड़का भागीचे में झूला झूल रहा है ||| एक टोपी पहना बच्चा बगीचे में झूला झूल रहा है ||| एक छोटा लड़का झूले के साथ खेल रहा है	A boy in a hat on a swing . ||| Little boy on swing ||| A little boy on a swing . ||| A little boy in blue and wearing a backwards cap is swinging . ||| A boy rides a swing .	train
2780031669_a0345cfc26.jpg	बर्फ पर फिसलते दो बच्चे ||| दो प्यारे बच्चे बर्फ में खेल रहे हैं ||| दो बच्चे बर्फ में खेल रहे हैं और फिसल रहे हैं। ||| दो व्यक्ति बर्फ और स्केटिंग कर रहे हैं।	Two children sliding in the snow . ||| Two children sitting on disks in the snow . ||| Two children are in tobaggons at the top of a snow covered hill . ||| Two children ride saucers down a snowy hill . ||| Two children go sledding .	train
2789238858_14261dd25a.jpg	एक कुत्ता तेजी से दौड़ लगा रहा है ||| कुत्ता भाग रहा है ||| एक कुत्ता जिसका मुँह बंधा है वह दौड़ रहा है ||| कुत्ता दौड़ रहा है. ||| एक कुत्ता दौड़ लगा रहा है	A muzzled greyhound dog is running around a track . ||| A greyhound with a muzzle runs on a racetrack . ||| A dog racing on a track . ||| A dog racing around a track . ||| a muzzled greyhound dog running around a track	train
2789688929_9424fceed1.jpg	एक बुजुर्ग महिला और बुजुर्ग आदमी बेंच पर बैठे हैं ||| दो उम्रदराज़ महिलायें एक सफ़ेद बेंच पर बैठी है ||| एक वृद्ध आदमी और औरत बागीचे में चेयर पे बैठे हुए है ||| वृद्ध लोग युगल आराम कर रहे हैं ||| दो बुज़ुर्ग महिलायें सफ़ेद रंग की बेंच पेर बैठी है	Two older women sit on a park bench at the park . ||| Two elderly females sitting on a white bench amongst trees . ||| Two senior women sit outside on a bench on a sunny day . ||| Two elderly women sitting on a white bench . ||| Two older women sit on a white bench in a park .	train
2812125355_5e11a76533.jpg	एक छोटा लड़का चॉपस्टिक के साथ खाना खा रहा है। ||| एक लड़का खा रहा है ||| बच्चा खा रहा है ||| एक लड़का चॉपस्टिक की मदद से खा रहा है I ||| चोपस्टिकक से खटा हुआ बच्चा	A little boy is eating a piece of sushi with his chopsticks . ||| A boy eats with chopsticks . ||| The little boy wearing the blue shirt is eating with chopsticks . ||| A young boy eats food with chopsticks . ||| An Asian boy eats with chopsticks .	train
282960970_574aa1ba49.jpg	घोड़े पर एक लड़की ||| छोटी लड़की घोड़े पर बैठी है ||| एक बच्चा घोड़े के ऊपर बैठा हुआ है ||| एक लड़की बैठे हुए मुस्कुरा रही है	The person is sitting on top of a horse . ||| A person wearing jeans sits on top of a horse saddle . ||| A woman in jeans is sitting on the saddle of a horse . ||| This person is sitting in a saddle . ||| The girl is sitting on top of a saddle .	train
2831578193_3c997ae330.jpg	कछुवा स्ट्रॉबेरी खा रहा है. ||| एक आदमी एक कछुए को स्ट्रॉबेरी खिला रहा है ||| एक कछुआ स्ट्रॉबेरी खा रहा है ||| कछुवे को स्ट्रॉबेरी खिलाई जा रही है	A person feeding a strawberry to a turtle ||| A tortoise attempts to eat a berry . ||| The tortoise is being fed an strawberry . ||| Someone feeds a strawberry to a turtle . ||| The turtle is being fed a strawberry	train
2832487464_2d30634e1e.jpg	एक काला कुत्ता सलाखों के ऊपर से कूद रहा है। ||| एक चितकबरा कुत्ता छलांग लगा रहा है। ||| कुत्ता poles के ऊपर से कूद रहा है। ||| कुत्ता दौड़ रहा है और बाधाओं पर कूद रहा है। ||| एक कुत्ता छलांग लगा रहा है।	A small black dog jumping over gates ||| A dog jumping over a beam ||| A dog is jumping over a series of colored gates . ||| A black and white dog is jumping over a hurdle . ||| A dog hurdles over a series of poles .	train
2836703077_fa9c736203.jpg	दो बच्चे रोलर कोसटर मे झूल रहे है ||| दो लड़के एक झूले में खेल रहे हैं। ||| दो बच्चे झूला झूलते हुए ||| झुले झुलते हुए दो लड़के ||| बच्चे राइड मैं बैठे  है.	two children on a ride ||| Two children on a carnival ride , tree in background . ||| Two children riding a blue rollercoaster smile . ||| Two kids ride an amusement park ride . ||| Two children are in a blue amusement park ride .	train
2837908308_8bc25c6b02.jpg	एक बड़ा कुत्ता एक रेस में बाधाओं पर कूद रहा है। ||| भूरे रंग का कुत्ता चलँग लगा रहा हैं ||| एक भूरे रंग का कुत्ता बाधाओं पर आगे बढ़ रहा है। ||| कुत्ता पॉरक मे बाधा दौङ का अभ्यास कर रहा है ||| कुत्ता डोग अगिलिटी करता है	A brown dog jumps over colorful poles and numbered cones . ||| A tan dog jumping over an obstacle . ||| A tan dog jumps over a purple and green gate . ||| A large tan dog is jumping over hurdles on a course . ||| A dog jumping over an obstacle hurdle .	test
2839932205_3c9c27cd99.jpg	एक बच्चा पहाड़ पर चल रहा है। ||| छोटी बच्ची पहाड़ पे चढ़ रही है. ||| एक बच्ची पहाड़ पे चढ़ रही है | ||| एक चोटी बच्ची चट्टान पर चड़ रही है ||| एक छोटा बच्चा पहाड़ की चोटी पर जा रहा है	A blond person climbs a sheer rock cliff face . ||| A person is climbing to the top of a rock cliff . ||| A person climbs a rock face . ||| a girl on the very top of a large rock wall climbing . ||| A girl climbing a rock face .	test
284441196_8ebb216d0d.jpg	घास के मैदान पर दौड़ता हुआ एक भूरा सफ़ेद कुत्ता ||| सफेद और BROWN कुत्ता घास पर दौड़ रहा है ||| एक कुत्ता दौड़ रहा है. ||| एक कुत्ता दौड़ रहा है ||| एक कुत्ता मैदान में घूम रहा है।	A brown and white dog runs through the green grass . ||| A brown and white dog runs across the grass . ||| The white and brown dog is running through the grass . ||| A dog running on the grass . ||| A dog runs around in a field .	train
2857558098_98e9249284.jpg	एक कुत्ता मुँह में लकड़ी का टुकड़ा लिए हुए है ||| कुत्ता लकड़ी खाता है ||| कुत्ता लकड़ी की छड़ी चबाता हुआ. ||| एक कुत्ता पेड़ की डाली को चबा रहा है ||| कुत्ते ने मुँह मैं लकडी दबाय है	A dog with a branch in its mouth . ||| Small dog chews on a big stick . ||| A dog is chewing on a big branch . ||| a dog shews on a big stick . ||| A little dog chews on a big stick	train
2860041212_797afd6ccf.jpg	कुत्ता हरी घास मै शिकार खा रहा है ||| एक काले कुत्ते ने एक पक्षी को अपने जबड़े में पकड़ा है। ||| अपने भोजन के साथ फ्लैट-कोटेड रिट्रीवर ||| कुत्ता घास के मैदान में खेल रहा है। ||| कुत्ता बगीचे मैं खड़ा है.	Black retriever stands in the grass , holding a bird in its mouth . ||| The black dog in the field has something in its mouth . ||| a black dog has caught a bird in its mouth . ||| A black dog standing in a field is holding a bird in his mouth . ||| A black dog in tall grass with a bird in its mouth .	train
2861100960_457ceda7fa.jpg	एक आदमी काऊब्वॉय हैट पहने अपने मुँह में सिगरेट लिए हे ||| आदमी टोपी पहन कर सिगरेट पी रहा है ||| टोपी पहने हुए एक आदमी सिगरेट पि रहा है ||| धूम्रपान करने वाला व्यक्ति. ||| एक आदमी जो टोपी पहने हुए है और भीड़ भरी जगह पर धूम्रपान कर रहा है	A man wearing a straw hat smokes a cigarette . ||| The man in the straw hat is smoking a cigarette . ||| The man in the straw hat smokes a cigarette . ||| A man with a straw hat is smoking a cigarette with a crowd nearby . ||| The man is wearing a straw hat and smoking a cigarette .	train
2861413434_f0e2a10179.jpg	एक छोटा बच्चा बेस बॉल मार रहा है। ||| एक छोटा बच्चा बेट बॉल खेल रहा है ||| छोटा बच्चा base ball खेल रहा है ||| एक छोटा लड़का सफेद गेंद से खेल रहा है। ||| एक बच्चा गेंद से खेल रहा है।	A little boy in a blue coat hits a ball with a stick . ||| A little boy in a blue jacket hits a baseball . ||| The boy in the blue jacket and grey cap is playing with a ball . ||| A boy wearing a blue jacket swings a bat at a white ball . ||| A young boy in a blue jacket swings a bat at a ball .	train
2864340145_d28b842faf.jpg	मुंह में कुछ दबाकर काला कुत्ता पानी से बाहर आते हुए। ||| नदी के पानी में तैरता कुत्ता. ||| नदी के तट पर पानी मैं आनंद लेता हुआ कुत्ता ||| काले कलर का कुता पानी में चल रहा है ||| एक कुत्ता पानी के बीच से गुज़र रहा है I	A black dog walks through the water . ||| A dark dog is in a body of water . ||| A black dog in the water . ||| A black dog is walking through the water . ||| A black dog walking through water .	train
2865703567_52de2444f2.jpg	एक आदमी बिल्डिंग के वपर से कूद रहा है ||| एक आदमी एक इमारत से दूसरी नज़दीकी इमारत पे कूदता है। ||| लड़का जंप करता है ||| इस चित्र में एक आदमी छलांग लगा रहा है। ||| एक व्यक्ति छत से छलांग लगा रहा है।	A young man jumps from one balcony to another . ||| A man jumps off a large building onto the ground . ||| A man is jumping across a gap . ||| a man jumping from one building to another closeby ||| A man jumps off of one rooftop onto another .	train
2867937005_91c092b157.jpg	सिर के बल खड़ी एक छोटी लड़की ||| बच्चा खेल रहा है ||| गुलाबी कपड़ों में एक बच्ची बिस्तर पर करतब दिखा रही है ||| छोटी बच्ची शीर्षासन कर रही है ||| गुलाबी रंग की ड्रेस पहने  एक बच्ची उलटी लेटी हुई है	a girl in a pink tutu doing a handstand on a couch . ||| A girl in a pink dress is standing on her head . ||| a girl wearing pink does a handstand . ||| A girl in a pink tutu standing on her head . ||| A girl in a pick dress stands upside down .	train
2872197070_4e97c3ccfa.jpg	एक सफ़ेद कुत्ता पानी में छलांग मार रहा है ||| स्विमिंग पूल में कूदता कुत्ता. ||| सफेद कलर का कुता पानी में ऊपर से छलांग लगा रहा है ||| स्विमिंग पूल में कूदता हुआ कुत्ता ||| एक सफ़ेद कुत्ता swimming pool में कूदता हुआ।	A white dog is leaping into a swimming pool . ||| A white dog jumps into a swimming pool . ||| The white dog jumps into the blue pool . ||| a white dog jumping into a pool . ||| A white dog jumps into a pool .	train
2872743471_30e0d1a90a.jpg	कुछ बच्चे पार्क में नेथ कर खेल रहे है ||| चार बच्चे बगीचे में लगे गोलाकार झूले के आसपास खेल रहे हे ||| कुछ बच्चे पार्क में झूला झूल रहे हैं ||| चार बच्चे बगीचे में झूले पर खेल रहे है ||| कुछ बच्चे पार्क में बैठ कर खेल रहे है	Four boys playing on the inertia wheel at a park . ||| Four boys play on a merry-go-round at a park . ||| Four boys playing on a merry-go-round in a park . ||| Four boys are playing at a playground ||| Four boys are playing at a wooden playground .	train
2872806249_00bea3c4e7.jpg	आदमी रोड किनारे खड़ा है. ||| लाल रंग के जम्पसूट में एक बुजुर्ग महिला फूटपाथ पर खड़ी हुई सड़क की ओर देखती हुई ||| सड़क पे खड़ी एक औरत ||| एक व्यक्ति चल रहा है। ||| लाल romper suit पर पहनी हुई एक महिला धूप मे खडी है	A woman in red overalls stands on sidewalk . ||| A person wearing orange overalls stands on the sidewalk . ||| The man in the red overalls stands on the sidewalk . ||| Woman in red overalls standing on the sidewalk . ||| An elderly person in bright orange overalls is standing alongside a street .	train
2873837796_543e415e98.jpg	काळा कटने अपने मुँह में लाल पट्टा दबाया हुवा हे ||| कुत्ते को रस्सी से बांधना ||| एक कुत्ता अपनी रस्सी चबा रहा है ||| मुँह में एक बेल्ट के साथ एक कुत्ता ||| एक कुत्ता लाल रँग की रस्सी पकड़ा हुआ है	a dog tugs on his red leash . ||| A black dog chewing on a red leash . ||| A black and brown dogs pulling a red leash . ||| A dog chews on his red leash . ||| A dog of dark color holds a red leash in his mouth .	train
2878578240_caf64c3b19.jpg	kuch bache pani ke fuhare me khel rahe hai ||| बच्चे पानी के फव्वारे में खेल रहे हैं। ||| चार बच्चे फवारों के बिच खेल रहे हैं ||| पानी की फुहारों के बीच खेलते हुए चार बच्चे। ||| बच्चे फव्वारे से स्नान कर रहे हैं।	four children are playing in a water fountain in a city plaza . ||| Little kids are jumping around in the sprinklers . ||| children playing in a fountain ||| Three children playing in a fountain . ||| Four children playing in water spouts .	train
288177922_b889f2e1fe.jpg	पॉरक के पास बच्चे अकेले जा रहे है ||| दो छोटे बच्चे पार्क में टहल रहे हैं। ||| मैदान के किनारे की सड़क पर दो बालक आगे पीछे चलते हुए। ||| दो बच्चे एक park  के अंदर चहलकदमी करते दिख रहे हैं , एक बच्चा दुसरे से कुछ कदम आगे हैं ||| दो छोटे बच्चे पार्क मे चल रहे है	One boy follows another at the park . ||| Two young children are walking through a park . ||| Two children in coats walking in a park ||| One child is walking ahead of the other . ||| Two young kids are walking outside .	train
2882743431_c3e6cd1b5c.jpg	दो कुत्ते आपस में खेल रहे हैं। ||| एक भूरा और वक सफ़ेद कुत्ता घास मेन खेलते हुए ||| कुत्ता दुसरे कुते के साथ खेलता है ||| इस चित्र में कुत्ते खेल रहे है। ||| एक भूरा और एक सफेद कुत्ता प्यार कर रहे हैं	A brown dog is nibbling at the white dog 's face . ||| A black dog bites a white dog on the grass . ||| A brown dog mouthing at a white dog . ||| A brown dog playfully bites a white dog . ||| One dog makes a playful bite on another dog .	train
2886837407_a4510ab1ef.jpg	दो बच्चे आपस में खेल रहे है ||| बच्चा खेल रहा है ||| बच्चा बच्ची को हग  कर रहा है ||| दो बच्चे खेल रहे हैं ||| दो बच्चे आपस में गले लग कर हँस रहे हैं	Two asian children smile while hugging each other . ||| Two kids hugging each other . ||| Two children smile for the camera . ||| Two children hug and smile . ||| Two children grin and hug each other .	train
2887171449_f54a2b9f39.jpg	एक चश्मे वाली महिला कपड़े सिलते हुआ तस्वीर खिचने वाले को देख रही है ||| सिलाई मशीन पर काम करने वाली एक महिला ||| एक बुज़ुर्ग महिला सिलाई मशीन के सामने बैठी हुई है उसके हाथ में एक सफ़ेद रंग का कपडा है ||| कुछ औरतें सिलाई मशीन पर काम कर रही हैं ||| एक दुकान में कपड़े सिलाई करती महिला	Woman with glasses working at a sewing machine . ||| A woman works by a sewing machine . ||| A woman with glasses is sewing . ||| Woman in colorful shirt works at sewing machine . ||| A woman sitting at a sewing machine looks up .	test
2899089320_3e7f6bbaca.jpg	सलाखों पर बैठी एक लड़की ||| बच्चा खेल रहा है ||| एक बच्ची लोहे के बने झूले के ऊपर बैठी हुई है ||| एक बच्ची झूले के ऊपर बैठ कर मुस्कुरा रही है ||| एक छोटी लड़की किसे खम्बे पर बैठे हंस रही है |	A girl sits on a red play structure ||| A little girl on a red jungle gym . ||| A blond girl in shorts sits on the top of monkey bars . ||| A girl on monkey bars . ||| A girl sits on a red jungle gym .	train
2900274587_f2cbca4c58.jpg	suraj dub raha hai aur ek boat pani me chal rahi hai ||| सूर्यास्त का समय है और नदी में कुछ लोग नाव पर हुए पानी में दिख रहे हैं ||| एक पीला सूरज बहुत सुंदर लग रहा है ||| कुछ लोग ना ऊपर सांच को देख रहे हैं। ||| नारंगी छायांकित सूर्यास्त का दृश्य।	A sunset sky over rippling water . ||| A body of water at sunset . ||| This is a beautiful sunset on the water . ||| A sunset over a lake . ||| A water scene with a sunset in the background .	test
